0000062	Hasaki	025 128 076 205 053 166
0000063	Zona Rosa	178 191 192 138 142 234 074 204 052 165
0000064	The Townhouse	193 190 191 192 045 075 205 053 167
0000065	Caffe Carciofo	242 125 075 205 053 165
0000066	AN AMERICAN PLACE	080 253 191 192 153 005 007 076 206 054 168
0000067	Il Gabbiano	198 193 229 125 076 206 052 167
0000068	Mambo Grill	026 250 004 132 057 071 229 025 212 218 223 244 075 205 053 167
0000069	Memphis	253 184 194 007 030 047 220 217 075 205 053 167
0000070	Boonthai	235 074 205 052 165
0000071	Bistro Cafe	125 078 208 056 170
0000072	Vince and Eddie's	025 075 205 053 167
0000073	Poiret	250 193 092 075 205 053 167
0000074	Caffe Cielo	253 125 075 205 053 167
0000075	Keens Chop House	196 193 248 059 231 008 225 075 205 053 167
0000076	City Cafe	224 025 005 075 205 052 167
0000077	El Parador Cafe	142 234 075 205 052 166
0000078	Wong Kee	039 076 204 050 163
0000079	TSE YANG	253 198 196 193 190 059 231 039 076 206 054 168
0000080	La Frontera	242 057 071 025 142 234 075 205 053 166
0000081	Cafe Andrusha	113 193 197 059 231 049 116 202 075 205 052 166
0000082	Frutti di Mare	125 212 075 205 052 165
0000083	Il Menestrello	198 193 125 076 206 053 168
0000084	CHANTERELLE	253 099 196 193 097 091 077 207 054 169
0000085	Westside Cafe	248 039 075 204 052 164
0000086	Balbek	193 191 192 242 059 231 057 071 134 143 078 208 056 170
0000087	Appetito	125 075 205 052 166
0000088	Kan Pai	083 128 075 205 052 165
0000089	Denino's Tavern	182 076 204 051 164
0000090	Moonrock	242 004 132 008 042 078 208 056 170
0000091	Tony Roma's	100 086 178 004 132 008 017 074 204 051 165
0000092	Ponte's	075 205 052 168
0000093	The Plaza Oyster Bar	040 212 075 205 053 167
0000094	Il Tinello	196 229 125 076 206 053 168
0000095	I Tre Merli	026 080 184 102 191 192 063 004 132 114 125 075 204 053 167
0000096	Mission Grill	242 025 031 142 234 075 205 052 165
0000097	Mary's Restaurant	004 132 248 125 075 205 053 166
0000098	Back Porch	178 125 074 204 052 165
0000099	L'Acajou	193 025 092 075 205 052 167
0000100	Cafe St. John	224 005 092 075 205 053 166
0000101	Frank's Restaurant	253 194 191 192 010 197 125 225 075 205 052 167
0000102	Le Refuge	250 200 193 063 092 076 205 053 168
0000103	Veselka	156 042 240 075 204 051 163
0000104	Old Homestead	250 010 059 231 229 225 075 205 052 168
0000105	HUDSON RIVER CLUB	099 198 196 193 189 191 192 097 057 071 224 007 076 206 055 168
0000106	Il Cortile	250 193 004 132 125 076 205 054 167
0000107	Aria	196 191 192 059 231 125 075 205 053 167
0000108	Asia	198 196 191 192 083 025 039 060 118 128 130 139 235 075 205 053 166
0000109	Arqua	250 191 192 025 025 125 076 205 053 168
0000110	Cafe Baci	242 125 075 205 052 166
0000111	Piccola Venezia	248 229 125 076 206 052 167
0000112	Bella Mama	125 075 205 052 165
0000113	Sunny East	136 039 076 205 053 167
0000114	Cafe des Sports	229 092 075 205 052 167
0000115	Scoop	196 193 125 075 205 052 167
0000116	Il Cantinori	063 125 076 205 054 168
0000117	Stingy Lulu's	184 197 004 132 008 042 061 078 208 056 170
0000118	The Oak Room and Bar	250 198 196 194 010 040 008 075 206 054 168
0000119	44	184 193 190 102 191 192 040 224 005 091 075 204 054 168
0000120	Bright Food Shop	086 039 142 234 075 204 052 164
0000121	New Prospect Cafe (Bklyn.)	224 005 068 075 205 052 165
0000122	The Small Cafe	040 005 075 205 053 167
0000123	Sido Abu Salim	250 143 075 204 051 165
0000124	Sichuan Palace	193 039 075 205 053 167
0000125	Aperitivo	125 075 205 052 168
0000126	Amici Miei	191 192 063 125 074 204 053 166
0000127	Felidia	080 198 097 125 076 206 054 169
0000128	Cafe Nicholson	200 196 191 192 008 075 206 054 168
0000129	Gonzalez y Gonzalez	057 071 138 142 234 074 204 052 165
0000130	TAVERN ON THE GREEN	057 071 074 205 055 168
0000131	RIVER CAFE %10>)	080 099 250 200 193 191 192 063 114 153 057 071 224 005 076 206 055 169
0000132	Cafe Espa$ol	223 075 205 052 165
0000133	LE CIRQUE	080 099 198 189 102 191 192 114 040 097 091 077 206 054 169
0000134	Peter Hilary's	184 248 045 120 074 205 052 165
0000135	Planet Hollywood	026 100 253 099 086 250 178 184 102 191 192 004 132 007 104 074 204 054 165
0000136	La Vieille Auberge	229 092 075 205 053 167
0000137	La Rivista	229 125 075 205 052 167
0000138	Genji	004 132 128 075 204 052 165
0000139	BTI	022 118 235 075 204 052 164
0000140	Fiori	125 074 204 053 165
0000141	The Black Sheep	250 200 193 191 192 248 224 008 075 205 053 167
0000142	Va Bene	250 125 129 075 205 053 167
0000143	Cafe Greco	250 193 140 075 205 053 166
0000144	Benvenuti Ristorante	125 075 205 053 167
0000145	Koo Koo's Bistro	004 132 005 092 074 204 052 166
0000146	Japonica	250 059 231 025 128 076 205 053 166
0000147	San Martin's	250 193 190 063 059 231 125 140 223 075 205 052 168
0000148	L'Incontro	242 125 075 205 053 167
0000149	Century Cafe	005 031 075 205 052 166
0000150	Alcala	191 192 248 001 025 223 075 204 053 167
0000151	La Colombe d'Or	250 198 200 193 191 192 092 076 205 053 168
0000152	Benito I	075 205 052 166
0000153	Yuka	250 248 128 075 205 051 165
0000154	Luxe	005 068 076 205 054 169
0000155	Fine & Schapiro	059 231 229 058 129 074 204 051 164
0000156	America	100 253 086 250 178 184 193 102 191 192 153 059 231 057 071 141 008 068 074 204 052 165
0000157	RUSSIAN TEA ROOM	099 113 250 198 200 193 190 102 191 192 010 153 059 231 037 202 075 205 054 168
0000158	CARMINE'S	086 250 102 059 231 125 075 205 052 165
0000159	Akbar	229 117 075 205 053 166
0000160	Brio	125 075 205 053 167
0000161	LE BERNARDIN	253 099 198 196 193 191 192 091 212 077 206 055 169
0000162	Kodnoi	248 001 235 074 204 052 165
0000163	101 Seafood	125 212 075 205 053 166
0000164	Kom Tang Soot Bul House	136 001 130 075 204 051 165
0000165	Nello	063 125 074 204 052 167
0000166	Le Comptoir	250 193 092 075 205 053 168
0000167	Nippon	198 059 231 001 128 076 206 053 168
0000168	New World Coffee	242 043 176 078 208 056 170
0000169	Les Sans Culottes	193 229 092 075 205 052 167
0000170	Cafe Nosidam	242 005 125 078 208 056 170
0000171	Thai House Cafe	059 231 235 076 205 051 165
0000172	Fourteen (fka Quatorze)	250 193 005 078 208 056 170
0000173	Trattoria Pesce Pasta	250 242 125 078 208 056 170
0000174	Picholine	198 196 242 140 078 208 056 170
0000175	T-Rex	242 004 132 057 071 007 068 078 208 056 170
0000176	Paul & Jimmy's	229 125 075 205 052 167
0000177	Il Gattopardo	113 125 075 205 053 167
0000178	Moroccan Star	197 242 248 140 144 075 205 052 164
0000179	Caffe BiondoX	063 043 125 075 205 052 165
0000180	Miss Ellie's Homesick Bar & Grill	063 229 008 125 074 205 053 165
0000181	Trattoria dell'Arte	250 193 190 191 192 004 132 153 083 059 231 125 076 205 054 167
0000182	Buckaroo's	184 194 004 132 007 017 222 074 204 052 164
0000183	OYSTER BAR	080 253 099 198 189 010 059 231 212 076 204 052 167
0000184	Pasta Vicci	125 179 074 204 051 164
0000185	Banana Cafe	184 102 191 192 004 132 153 057 071 025 005 020 075 204 053 167
0000186	Opus II	250 193 242 225 078 208 056 170
0000187	Vix Cafe	184 242 057 071 005 078 208 056 170
0000188	Nirvana	198 196 193 191 192 197 004 132 117 078 208 056 170
0000189	Pietro & Vanessa	063 125 075 205 052 166
0000190	Wollensky's Grill	080 250 194 063 114 104 106 225 076 205 053 167
0000191	Ci Vediamo	184 063 125 078 208 056 170
0000192	Chez Ma Tante	253 250 193 063 092 075 205 053 167
0000193	Red Lion	004 132 057 071 070 074 204 052 164
0000194	Lupe's East L.A. Kitchen	100 086 142 234 075 204 051 164
0000195	Sarabeth's	086 250 083 059 231 043 224 156 008 042 173 176 075 205 053 166
0000196	Pinocchio	004 132 125 075 205 053 167
0000197	PERIYALI	099 103 076 206 054 168
0000198	Pamir	250 059 231 002 075 205 053 166
0000199	Angelica Kitchen	111 005 243 075 204 052 164
0000200	WINDOWS ON THE WORLD	099 005 078 208 056 170
0000201	Jean Claude	092 075 204 052 167
0000202	DAWAT	099 250 198 193 059 231 117 076 205 053 167
0000203	Ferrara	063 043 229 125 176 078 208 056 170
0000204	Tibetan Kitchen	236 075 204 051 164
0000205	Sevilla	250 004 132 059 231 223 075 204 052 166
0000206	Puket	235 075 205 052 166
0000207	Ratner's	010 059 231 156 129 075 204 051 165
0000208	Woo Chon	136 001 130 076 204 052 166
0000209	Old Bermuda Inn	136 193 010 248 045 076 205 054 167
0000210	Gingertoon	229 229 235 075 204 052 165
0000211	Josephina	100 111 005 008 075 205 053 167
0000212	Tre Scalini	125 076 205 053 168
0000213	Sharkey's	008 074 205 052 166
0000214	The Pie	001 075 205 052 165
0000215	Sammy's Roumanian	197 129 075 204 051 167
0000216	MONTRACHET	080 099 250 198 193 191 192 097 091 076 206 053 169
0000217	John's of 12th Street	125 075 205 052 165
0000218	Silver Palace	039 060 075 204 052 164
0000219	Soleil	242 031 068 092 076 205 053 167
0000220	Bistro 790	193 040 229 005 140 074 205 052 166
0000221	Cabana Carioca	197 020 218 075 204 051 165
0000222	Amir's Falafel	086 143 075 204 051 163
0000223	El Pollo	100 086 197 059 231 075 204 051 163
0000224	La Strada	026 004 132 229 125 075 205 052 167
0000225	La Strada	026 004 132 125 075 205 052 166
0000226	Raymond's Cafe	045 092 075 205 052 166
0000227	Aggie's	100 086 224 156 229 007 008 042 075 204 051 163
0000228	H.S.F.	100 039 060 075 204 052 165
0000229	Cedars of Lebanon	004 132 057 071 134 143 075 204 051 165
0000230	Zephyr Grill	040 005 104 075 205 053 167
0000231	El Quijote	004 132 212 223 225 075 205 052 166
0000232	Benihana of Tokyo	026 100 191 192 128 078 208 056 170
0000233	Zula	250 248 072 075 205 052 164
0000234	Coco Lezzone	242 125 078 208 056 170
0000235	Alison on Dominick Street	250 200 193 097 005 092 140 076 206 054 168
0000236	Jekyll & Hyde	178 194 004 132 248 057 071 070 106 074 204 054 164
0000237	Our Place	253 193 039 060 075 205 052 166
0000238	Etats-Unis	253 198 191 192 063 114 097 005 068 078 208 056 170
0000239	Vong and Kwong	001 075 204 051 166
0000240	Mr. Chow	039 076 205 054 168
0000241	Mulholland Drive Cafe	178 005 074 204 052 166
0000242	Broadway Diner	100 253 178 004 132 008 061 074 204 052 164
0000243	El Teddy's	184 191 192 004 132 025 138 142 234 075 204 053 166
0000244	Cafe Pierre	193 040 111 156 141 091 076 206 054 168
0000245	R.H. Tugs	063 004 132 057 071 068 075 205 053 165
0000246	Palio	080 253 196 194 193 191 192 125 076 206 054 169
0000247	Sarashina	242 128 078 208 056 170
0000248	Casa La Femme	004 132 140 074 204 053 167
0000249	Rio Mar	025 223 075 204 051 165
0000250	Shark Bar	184 191 192 004 132 059 231 057 071 220 217 075 205 052 166
0000251	Conservatory Cafe	040 083 156 008 074 204 052 166
0000252	Il Nostro	193 125 140 075 204 052 165
0000253	Antico Caffee	253 184 125 075 204 052 164
0000254	Odessa	156 042 202 078 208 056 170
0000255	Carino	125 075 205 052 165
0000256	Jack's Place	229 008 106 074 204 052 165
0000257	J. Sung Dynasty	193 040 057 071 039 075 205 053 167
0000258	HATSUHANA	026 198 193 248 083 059 231 128 076 205 053 167
0000259	Paper Moon Milano	025 125 075 205 053 167
0000260	Empire Diner	100 086 250 178 191 192 063 004 132 083 057 071 043 224 156 008 061 074 204 052 164
0000261	Le Bouchon	214 193 242 092 078 208 056 170
0000262	One Fifth Avenue	253 198 242 005 212 076 205 053 168
0000263	Pedro Paramo	059 231 142 234 075 205 052 165
0000264	Santa Fe	138 142 234 075 205 053 167
0000265	Zachary's	190 242 004 132 229 005 031 075 204 052 167
0000266	Casa Di Pre	198 125 074 205 052 165
0000267	Nick & Eddie	250 200 005 008 068 075 205 053 167
0000268	Silverado	086 184 111 031 222 076 205 053 167
0000269	National	191 192 004 132 057 071 202 074 204 052 167
0000270	Le Madeleine	063 092 075 205 053 167
0000271	Cooper's Coffee Bar	063 242 059 231 043 156 176 075 204 053 162
0000272	Wally's and Joseph's	075 205 052 168
0000273	Ying	111 057 071 229 025 039 075 205 052 165
0000274	Day-O	004 132 001 034 074 204 052 165
0000275	Museum Cafe	250 178 004 132 083 008 074 204 052 165
0000276	SONIA ROSE	198 200 193 068 076 206 054 168
0000277	Mitsukoshi	196 128 076 205 053 168
0000278	Cafe Luxembourg	250 193 190 224 005 091 075 205 053 168
0000279	The Sea Grill	253 099 193 190 191 192 063 008 212 076 206 054 168
0000280	Dojo	004 132 128 078 208 056 170
0000281	Papaya King	086 004 132 008 089 075 203 050 162
0000282	Tang Tang	100 039 075 204 051 164
0000283	Zucchini	250 111 008 068 243 074 204 052 165
0000284	Snaps	193 001 210 076 205 054 167
0000285	Les Pyrenees	193 248 092 075 205 053 167
0000286	Cafe Melville	005 078 208 056 170
0000287	San Giusto	125 075 205 053 168
0000288	Odeon	250 193 063 004 132 224 005 075 205 053 167
0000289	Boogies Diner	178 061 074 204 052 164
0000290	La Jumelle	184 193 004 132 114 248 092 140 075 204 053 166
0000291	Le Steak	250 193 092 225 075 204 052 167
0000292	Swiss Inn	229 227 075 205 052 166
0000293	Le Pactole	250 097 224 091 075 205 054 168
0000294	Japanese on Hudson	128 075 205 052 165
0000295	PRIMAVERA	026 099 250 198 196 189 097 125 140 076 206 054 169
0000296	King Crab	229 212 075 204 052 166
0000297	Marion's ContinentalRestaurant & Lounge	194 197 008 045 075 204 053 166
0000298	Tai Hong Lau	248 025 039 060 076 204 052 165
0000299	Tirami Su	229 125 075 204 052 166
0000300	Cafe Europa	004 132 125 078 208 056 170
0000301	AQUAVIT	099 198 196 193 191 192 097 059 231 210 076 206 054 169
0000302	Lucky Strike	184 004 132 008 092 074 204 052 166
0000303	Acadia Parish	250 197 242 229 007 030 047 075 205 051 164
0000304	Au Cafe	063 043 045 176 075 204 052 165
0000305	Two Eleven	193 063 004 132 005 075 205 053 167
0000306	Mimi's	004 132 057 071 125 074 204 051 165
0000307	Elephant & Castle	100 086 250 004 132 083 224 156 008 042 154 078 208 056 170
0000308	Busby's	253 250 063 008 075 204 052 167
0000309	Dish of Salt	057 071 039 075 205 053 167
0000310	Mo' Better Restaurant	191 192 197 242 057 071 220 217 078 208 056 170
0000311	Firenze	125 075 205 053 167
0000312	La Caridad	086 197 039 048 075 204 050 163
0000313	Claire	250 059 231 224 025 007 068 212 075 205 053 167
0000314	Rascals	194 004 132 057 071 008 074 204 052 164
0000315	Shanghai 1933	136 198 200 196 191 192 242 083 039 076 205 054 168
0000316	Cafe Riazor	004 132 229 223 075 205 052 165
0000317	Le Beaujolais	092 078 208 056 170
0000318	Rosie O'Grady's	194 225 078 208 056 170
0000319	Mediterraneo	229 125 075 204 052 166
0000320	Tropica	025 007 212 076 205 053 168
0000321	9	242 059 231 176 078 208 056 170
0000322	Erminia	200 125 129 076 206 054 168
0000323	Chaz & Wilson's Grill	184 194 004 132 057 071 005 104 074 204 052 166
0000324	Acme Bar & Grill	178 004 132 007 030 047 220 217 074 204 052 164
0000325	Nawab	193 117 075 205 053 166
0000326	PETROSSIAN	099 250 193 224 037 091 202 076 206 054 169
0000327	Benito II	191 192 229 075 205 051 166
0000328	Angelo's of Mulberry St.	010 125 075 205 052 167
0000329	Cafe 400	242 008 125 074 204 052 164
0000330	La Ripaille	193 063 097 092 075 205 053 167
0000331	Roebling's	008 212 074 204 052 166
0000332	Chikubu	136 128 075 205 052 167
0000333	Tommaso's	080 193 191 192 229 229 125 076 205 052 167
0000334	Letizia	193 004 132 057 071 125 075 205 053 167
0000335	Sette Mezzo	250 189 097 125 076 205 052 167
0000336	Mario's	248 059 231 125 182 075 205 052 167
0000337	Regional Thai Taste	235 075 204 052 165
0000338	Becco	250 193 190 191 192 059 231 229 125 075 205 053 167
0000339	Tutta Pasta	100 086 250 063 125 075 204 052 164
0000340	Joey's Paesano	242 125 075 204 052 165
0000341	SoHo Kitchen and Bar	080 250 191 192 008 075 204 053 165
0000342	Taliesin	136 040 111 005 031 076 205 054 168
0000343	Chelsea Clinton Cafe	197 242 005 074 204 052 165
0000344	Havana (fka Victor's Cafe)	048 078 208 056 170
0000345	Boxers	184 194 102 004 132 008 106 078 208 056 170
0000346	Arlecchino	191 192 063 004 132 125 075 205 053 166
0000347	Great Shanghai	039 075 204 051 164
0000348	Chiam	080 253 099 193 191 192 039 076 206 054 167
0000349	Big Wong	001 039 076 203 050 163
0000350	Les Halles	253 193 097 001 001 092 075 205 052 167
0000351	Ticino	242 057 071 125 227 075 205 053 167
0000352	Urban Grill	083 059 231 008 104 106 075 204 051 164
0000353	The View	193 190 040 057 071 224 045 091 125 075 205 055 168
0000354	Sistina	125 076 205 053 169
0000355	Urbino	125 075 205 052 167
0000356	Stage Deli	100 250 083 059 231 058 075 204 051 165
0000357	Sushiden	128 076 205 053 167
0000358	Patriccio's	248 125 075 205 053 167
0000359	Le Quercy	193 092 075 205 052 167
0000360	Campagnola	004 132 057 071 125 075 205 053 168
0000361	Girasole	063 125 075 205 053 168
0000362	The Yankee Clipper	008 212 075 205 053 167
0000363	Temple Bar	253 178 200 004 132 068 074 205 054 166
0000364	La Fondue	125 227 074 204 052 165
0000365	Raphael	198 200 091 076 206 054 169
0000366	E.A.T	100 086 113 250 198 083 059 231 156 008 092 075 204 052 167
0000367	Le Relais	253 102 063 153 092 075 205 053 168
0000368	Island	224 007 075 204 053 167
0000369	El Pote Espa$ol	197 223 078 208 056 170
0000370	Vinsanto	125 075 205 053 166
0000371	Tatou	099 193 191 192 057 071 007 008 075 205 054 168
0000372	PETER LUGERSTEAK HOUSE	099 250 198 189 191 192 010 059 231 001 225 077 205 052 168
0000373	Lexington Avenue Grill	040 074 204 052 166
0000374	Cesarina	253 193 059 231 125 075 205 053 167
0000375	LE REGENCE	250 196 193 040 224 091 076 207 055 169
0000376	Lorango	138 142 234 074 204 052 165
0000377	Isola	063 248 025 125 075 204 052 166
0000378	Fiorello's Roman Cafe	193 063 125 182 075 205 053 167
0000379	Lai Lai West	039 075 204 052 164
0000380	Sofia's	057 071 125 075 205 052 166
0000381	Kiev	197 156 240 075 204 051 163
0000382	Tang Pavilion	136 039 076 205 053 166
0000383	The Sumptuary	193 063 248 045 125 075 205 053 167
0000384	Taci International	078 208 056 170
0000385	Jules	184 200 102 197 242 004 132 114 057 071 092 075 204 053 166
0000386	SPARKS STEAK HOUSE	080 099 198 189 225 076 205 053 169
0000387	Rosa Mexicano	253 086 250 198 059 231 001 142 234 076 205 053 167
0000388	Broadway Grill	040 005 104 074 204 052 166
0000389	Westside Cottage	039 075 205 051 164
0000390	Symposium	250 193 197 059 231 057 071 103 078 208 056 170
0000391	Wylie's Ribs	059 231 008 017 075 204 051 165
0000392	Hourglass Tavern	193 008 068 078 208 056 170
0000393	Mappamondo	086 250 063 004 132 059 231 025 125 075 205 052 164
0000394	Pietro's	193 125 225 075 205 052 168
0000395	Chez Brigitte	197 248 083 229 092 075 205 051 163
0000396	Hard Rock Cafe	026 100 253 086 250 178 191 192 153 008 104 106 074 204 054 165
0000397	Can	091 246 075 205 053 167
0000398	Wing Wong	136 039 076 205 051 163
0000399	Harlequin	196 223 075 205 053 167
0000400	Ye Olde Waverly Inn	193 191 192 063 010 248 008 075 205 053 166
0000401	Shin's	253 198 196 193 242 040 128 078 208 056 170
0000402	Pescatore	242 125 078 208 056 170
0000403	Nino's	136 242 057 071 125 076 205 053 167
0000404	Thai Taste	248 059 231 229 001 235 074 204 052 165
0000405	Book-Friends Cafe	113 178 196 057 071 043 008 074 205 054 164
0000406	Le Bar Bat	178 184 193 102 191 192 004 132 057 071 005 074 204 054 167
0000407	Courtyard Cafe	063 040 111 125 075 205 053 167
0000408	Swing Street Cafe	075 205 052 166
0000409	Capsouto Freres	250 193 191 192 063 224 092 076 206 054 168
0000410	Whole Wheat 'n Wild Berrys	100 111 224 243 075 205 052 164
0000411	Bell Caffe	063 197 004 132 111 057 071 224 243 078 208 056 170
0000412	Donald Sacks	059 231 005 068 074 204 052 165
0000413	Santerello	125 075 205 053 167
0000414	Felix	102 063 004 132 092 075 204 053 167
0000415	Argentine Pavilion	193 012 218 078 208 056 170
0000416	NoHo Star	086 224 156 005 039 068 075 204 052 165
0000417	Capriccio	125 075 205 053 167
0000418	Food Bar	184 194 197 242 059 231 224 068 078 208 056 170
0000419	B. Smith's	184 190 102 191 192 114 059 231 057 071 008 220 217 075 205 053 167
0000420	The Assembly	253 193 190 191 192 059 231 057 071 045 225 078 208 056 170
0000421	Dolce	253 193 125 075 205 053 167
0000422	Play By Play	191 192 106 074 204 053 165
0000423	Estia	063 004 132 057 071 103 075 205 053 166
0000424	Boom	184 102 004 132 045 075 204 053 167
0000425	Jewel of India	193 190 059 231 117 076 205 054 167
0000426	DishS	078 208 056 170
0000427	Pisces	250 242 212 075 205 053 167
0000428	Water's Edge	200 191 192 063 153 248 057 071 025 005 076 206 055 168
0000429	Harry's at Hanover Square	074 205 052 167
0000430	Gabriel's	137 253 193 190 189 102 059 231 025 125 076 205 053 168
0000431	Dosanko	086 178 059 231 128 152 074 204 051 163
0000432	Voulez-Vous	250 198 193 063 092 075 205 052 167
0000433	L'Entrecote	092 225 075 205 052 167
0000434	Sloppy Louie's	212 075 204 051 166
0000435	Grand Ticino	125 075 205 053 167
0000436	Caffe Buon Gusto	125 075 205 052 165
0000437	Yamaguchi	128 075 205 053 166
0000438	Milano	136 125 076 205 053 167
0000439	Shabu Tatsu	136 197 004 132 128 076 205 053 165
0000440	Gus' Place	250 196 083 224 103 140 212 076 205 053 166
0000441	Cucina Della Fontana	125 074 204 053 164
0000442	Joe Allen	190 008 068 106 074 204 052 166
0000443	Park Avenue Country Club	074 204 053 166
0000444	McDonald's	100 178 191 192 057 071 106 074 205 053 162
0000445	Crepes Suzette	092 075 205 052 166
0000446	BOULEY	099 198 200 193 102 114 097 091 077 207 055 169
0000447	LA COTE BASQUE	253 099 198 196 193 189 097 091 077 206 055 169
0000448	Anche Vivolo	193 125 075 205 053 167
0000449	Health Pub	111 243 075 205 052 165
0000450	Fanelli's Cafe	194 004 132 008 106 125 074 204 053 164
0000451	Romeo Salta	198 125 075 205 053 168
0000452	Lolabelle	250 184 242 004 132 057 071 007 034 075 205 053 167
0000453	Le Rivage	092 075 205 053 167
0000454	Manganaro Grosseria Italiana	078 208 056 170
0000455	Barney Greengrass	253 250 059 231 224 129 076 204 051 164
0000456	Tenth Avenue Jukebox Bar	074 205 052 165
0000457	Cascabel	242 025 005 075 205 053 167
0000458	Hideaway	191 192 045 075 205 053 167
0000459	Yura	250 242 005 068 078 208 056 170
0000460	Royal Canadian Pancake	100 178 004 132 156 033 173 074 204 051 164
0000461	Nicola's	059 231 125 075 205 052 168
0000462	Umeda	136 128 076 205 053 167
0000463	Hamachi	111 128 076 205 052 166
0000464	Wilkinson's Seafood Cafe	250 198 212 076 205 053 168
0000465	Red River Grill	253 063 242 025 007 222 075 205 053 167
0000466	Petaluma	063 224 125 075 205 053 167
0000467	Henry's End	141 229 005 068 076 206 052 167
0000468	Maurya	250 193 025 117 075 205 052 165
0000469	Ennio and Michael	075 205 053 167
0000470	Tempo	193 125 076 206 053 167
0000471	The Polo	250 196 040 224 045 076 206 054 169
0000472	Darbar	250 198 193 059 231 117 076 205 053 167
0000473	Good Enough to Eat	100 086 250 059 231 224 156 008 042 243 075 205 052 165
0000474	Il Ponte Vecchio	097 229 125 075 205 052 167
0000475	LA CARAVELLE	253 099 198 196 193 190 097 091 076 206 054 169
0000476	Stick To Your Ribs BBQ	076 204 051 164
0000477	Louisiana Community Bar & Grill	184 191 192 197 242 057 071 030 047 075 205 053 166
0000478	Ben Benson's	253 189 191 192 225 076 205 053 168
0000479	Gascogne	193 063 097 092 076 205 053 167
0000480	Tennessee Mountain	075 204 052 165
0000481	Orologio	250 198 063 242 004 132 125 078 208 056 170
0000482	Benny's Burritos	086 250 063 004 132 111 059 231 023 230 142 234 075 204 051 163
0000483	Dakota Bar & Grill	253 178 184 194 004 132 057 071 008 074 204 053 166
0000484	Divino	125 075 205 052 167
