0000122	Toto	252 249 136 149 125 076 205 051 164
0000123	Matty's on Melrose	252 248 251 102 071 215 125 074 205 052 165
0000124	Trattoria Angeli	100 252 192 125 075 205 053 165
0000125	Cicada	249 175 192 189 102 114 024 215 125 076 205 053 167
0000126	Mario's	252 249 248 251 192 155 125 183 075 205 052 164
0000127	Angeli Caffe	252 086 249 248 251 102 114 215 125 075 205 052 165
0000128	Ciao Chow Express	249 248 251 155 242 068 078 208 056 170
0000129	Barsac Brasserie	252 189 024 092 019 094 075 205 053 165
0000130	El Emperador Maya	011 249 142 234 078 208 056 170
0000131	Drago	080 252 249 175 192 189 102 114 024 001 025 125 076 206 053 167
0000132	The Fish Company	100 252 086 249 248 251 192 155 215 212 075 205 053 164
0000133	Mni's Bakery & Espresso Bar	249 027 084 087 254 215 177 075 205 052 162
0000134	Benny's BBQ	249 248 251 149 017 075 204 050 163
0000135	Stage Deli	100 249 198 248 251 149 058 074 204 052 163
0000136	Feast from the East	252 039 081 075 204 050 162
0000137	Maldonado's	252 249 146 071 045 076 206 054 167
0000138	Broadway Deli	252 178 086 249 248 251 149 181 102 155 114 215 058 074 204 052 164
0000139	St. James's Club	252 113 249 175 248 251 200 196 192 063 132 004 040 071 031 094 076 206 054 167
0000140	Ginza Sushi-Ko	252 136 192 146 001 128 077 206 054 169
0000141	Atlas Bar & Grill	252 102 197 071 215 068 075 205 054 165
0000142	Patrick's Roadhouse	178 086 249 248 251 102 197 155 156 009 074 204 052 163
0000143	U-Zen	252 249 136 128 076 205 052 165
0000144	Tatou	252 175 192 102 242 132 114 071 057 215 045 075 205 054 167
0000145	Salud	100 252 086 249 136 248 251 142 234 076 204 052 163
0000146	Bambu	252 249 248 251 102 155 242 114 071 068 076 205 053 166
0000147	Burger Continental	086 249 248 251 149 192 132 071 156 068 107 143 075 205 052 163
0000148	Gilliland's	252 249 192 063 155 084 087 254 001 025 025 031 120 076 205 053 166
0000149	Cafe Bellissimo	100 249 248 251 192 197 071 125 074 205 052 164
0000150	Tribeca City Pizza	080 252 086 249 248 251 149 063 215 031 045 125 183 075 204 052 164
0000151	Sabor Too	025 034 038 218 076 206 053 165
0000152	Trilussa	252 249 248 251 192 063 071 125 075 204 052 165
0000153	Canter's	100 178 249 248 251 102 197 010 071 215 058 074 204 051 163
0000154	Mi Ranchito	252 249 248 251 197 142 234 075 205 052 163
0000155	Alejo	252 249 149 125 076 205 051 163
0000156	MATSUHISA	252 249 175 192 189 197 114 128 077 206 053 168
0000157	Nawab of India	249 117 075 205 052 164
0000158	Roxbury	192 057 005 074 204 052 166
0000159	JIMMY'S	080 252 175 198 192 189 102 063 132 114 071 024 215 031 045 094 076 206 054 168
0000160	Seafood Grill & Broiler	100 252 249 198 248 251 149 212 074 204 052 163
0000161	Terrazza Toscana	252 249 248 251 063 242 125 076 205 054 166
0000162	Jerry's Famous Deli	252 178 086 248 251 149 192 058 075 204 052 163
0000163	LAWRY'S PRIME RIB	100 252 249 175 198 192 010 009 225 076 206 054 166
0000164	Nowhere Cafe	252 249 248 251 149 243 112 075 205 052 164
0000165	Truly Yours	100 252 249 198 248 251 192 004 071 025 025 031 075 205 052 164
0000166	Rae's	100 086 249 248 251 149 156 042 061 074 204 052 162
0000167	Bob Henry's The Round Table	252 249 198 071 045 225 075 205 052 165
0000168	Broadway Bar & Grill	178 249 248 251 063 155 114 071 215 009 107 075 205 053 164
0000169	La Luna	252 249 248 251 125 075 205 053 165
0000170	Pacific Dining Car	080 252 113 249 248 251 192 189 132 004 010 156 225 076 205 053 167
0000171	La Masia	252 249 192 071 057 215 001 229 223 075 205 053 166
0000172	Gladstone's 4 Fish	252 178 086 249 248 251 192 063 155 114 156 215 212 074 204 053 165
0000173	Cynthia's	252 249 192 229 005 076 205 052 165
0000174	Surabul	252 249 136 248 251 192 001 130 077 205 053 165
0000175	Falafel King	086 249 248 251 004 081 143 075 204 051 162
0000176	Thai Dishes	252 086 249 248 251 235 075 205 051 164
0000177	Locanda del Lago	249 063 125 075 205 053 166
0000178	Dynasty Room	175 198 200 196 192 063 132 040 071 229 031 076 206 054 168
0000179	17th Street Cafe	100 252 249 248 251 149 156 031 075 205 052 165
0000180	CHINOIS ON MAIN	080 252 249 175 102 155 114 171 077 206 054 168
0000181	MAPLE DRIVE	252 175 192 189 102 063 114 215 005 140 076 205 054 167
0000182	The Shack	252 249 155 009 107 075 204 052 163
0000183	Sorriso	249 248 251 242 114 125 078 208 056 170
0000184	Aunt Kizzy's Back Porch	100 249 149 197 084 087 254 216 220 075 205 052 163
0000185	Larry Parker's Beverly Hills Diner	073 204 052 163
0000186	BIKINI	080 252 175 192 063 155 114 071 084 087 254 024 215 171 076 206 054 167
0000187	Tempo	252 249 248 251 192 071 057 140 143 075 204 052 164
0000188	Maryland Crab House	252 249 248 251 149 192 001 212 075 204 051 165
0000189	L'ORANGERIE	252 099 249 175 198 200 196 192 063 146 084 087 254 094 077 206 055 169
0000190	SADDLE PEAK LODGE	011 252 099 249 175 063 146 025 005 076 206 055 167
0000191	Renaissance Supper Club	086 249 248 251 102 155 242 057 215 171 078 208 056 170
0000192	Stroozette	249 248 251 197 156 025 005 042 061 074 204 051 163
0000193	La Famiglia	249 198 192 190 125 076 206 053 167
0000194	Shabu Shabu House	249 128 078 208 056 170
0000195	TOSCANA	252 249 248 251 114 215 125 076 205 053 166
0000196	Drai's	249 189 102 242 114 092 019 078 208 056 170
0000197	Dal Rae	100 252 249 192 071 229 009 045 076 206 053 166
0000198	Serravalle	100 252 249 198 045 131 075 205 052 166
0000199	The Tower	011 192 190 146 071 045 094 076 206 054 167
0000200	Fama	100 252 249 192 155 031 075 205 053 165
0000201	Indigo	100 252 249 192 181 068 076 205 053 165
0000202	Crocodile Cafe	100 252 086 249 248 251 149 192 063 155 114 215 031 075 205 053 164
0000203	Pho Hoa	252 249 246 075 204 050 162
0000204	Harold & Belle's	252 249 136 248 251 192 197 071 084 087 254 030 047 216 220 076 206 053 165
0000205	Rosso e Nero	249 136 196 215 125 078 208 056 170
0000206	King's Road Cafe	252 086 249 248 251 027 156 044 075 204 052 163
0000207	Camacho's Cantina	100 249 248 251 063 242 071 142 234 074 204 053 164
0000208	Le Petit Moulin	249 198 092 019 075 205 052 166
0000209	Fino	011 252 249 140 076 206 053 166
0000210	Andre's of Beverly Hills	100 252 249 198 192 045 075 205 052 165
0000211	555 East	249 190 155 132 071 225 076 206 054 166
0000212	Tribeca	005 075 205 053 166
0000213	CHASEN'S	252 099 249 175 196 192 102 004 146 114 010 229 045 076 206 054 168
0000214	Posto	252 249 192 181 125 076 205 053 167
0000215	L.A. Trattoria	100 252 249 149 192 132 125 183 076 205 053 165
0000216	Maria's Italian Kitchen	100 252 249 248 251 149 192 181 125 075 205 052 164
0000217	Dan Tana's	249 004 229 045 125 075 205 053 166
0000218	FOUR OAKS	252 099 249 175 248 251 200 196 192 102 063 146 094 076 206 054 168
0000219	Le Petit Bistro	086 249 102 063 242 114 092 019 078 208 056 170
0000220	Menagerie	252 249 192 197 025 025 025 068 075 205 052 165
0000221	Gardens	136 196 192 146 040 071 031 094 076 206 055 168
0000222	Petrelli's	100 252 249 198 248 251 192 010 215 225 075 205 052 165
0000223	Ocean Seafood	252 249 248 251 192 156 039 060 076 205 053 165
0000224	Russell's	229 075 205 052 163
0000225	Emilio's	252 249 192 071 229 125 075 205 053 166
0000226	Chez Jay	249 192 102 197 155 215 009 005 212 225 075 205 052 165
0000227	CHEZ MELANGE	011 080 248 251 192 155 114 040 084 087 254 156 215 068 076 206 053 166
0000228	Maxwell's Cafe	252 249 248 251 149 156 009 042 061 075 205 052 163
0000229	Dino's Italian Inn	249 200 196 125 078 208 056 170
0000230	The Black Whale	252 249 198 248 251 149 192 132 156 229 212 075 205 052 166
0000231	C'est Fan Fan	136 171 078 208 056 170
0000232	THE IVY	252 099 249 175 248 251 189 102 063 114 084 087 254 156 005 076 205 054 167
0000233	Chin Chin	100 252 086 249 248 251 149 192 063 114 215 039 060 075 205 052 163
0000234	Matteo's Taste of Hoboken	100 252 248 251 149 125 075 205 051 164
0000235	Pink's Famous Chili Dogs	252 086 249 149 004 010 081 115 075 204 051 162
0000236	La Vecchia Cucina	252 249 155 132 125 075 205 053 165
0000237	Jody Maroni's Sausage Kingdom	252 249 248 251 197 155 081 076 204 051 162
0000238	The Tam O'Shanter	100 252 249 198 248 251 192 132 010 071 215 229 229 009 045 075 206 054 165
0000239	Taylor's Prime Steaks	100 252 249 248 251 192 229 225 076 205 052 165
0000240	PINOT BISTRO	080 252 249 175 200 192 189 102 114 084 087 254 024 215 092 019 076 206 054 167
0000241	Simon & Seafort's	100 252 249 155 212 075 205 054 165
0000242	Arnie Morton's of Chicago	252 249 192 114 024 215 009 225 076 206 054 168
0000243	Ed Debevic's	252 178 086 249 248 251 192 071 057 215 009 042 061 074 205 053 163
0000244	Mistral	252 200 092 019 076 205 053 166
0000245	Rosie's BBQ & Grillery	100 252 249 248 251 149 017 074 204 052 164
0000246	Don's Place	252 249 192 229 107 075 204 051 162
0000247	MICHAEL'S	080 252 175 192 102 063 005 031 076 206 054 168
0000248	R-23	252 099 136 197 024 025 128 076 205 054 166
0000249	Da Pasquale	252 249 125 076 205 052 164
0000250	DIAGHILEV	099 175 198 196 040 071 088 202 077 207 055 169
0000251	Rosalind's Ethiopian Restaurant	249 248 251 197 071 072 075 205 052 164
0000252	The Mandarin	249 039 060 076 205 053 166
0000253	RX	249 175 248 251 192 189 063 242 114 040 031 076 206 054 167
0000254	Le Petit Greek	252 249 192 071 103 076 206 053 165
0000255	CHECKERS	080 099 113 249 175 198 248 251 200 192 190 189 114 040 071 024 005 031 094 076 206 055 168
0000256	OCEAN STAR	011 252 249 192 114 039 060 076 205 053 165
0000257	Tivoli Cafe	252 249 149 031 125 075 205 052 164
0000258	Chopstix	252 178 249 248 251 149 031 039 060 074 204 052 163
0000259	Papadakis Taverna	100 011 252 249 192 197 155 071 103 076 206 053 166
0000260	Market City Caffe	252 249 248 251 071 125 075 205 053 164
0000261	Moonlight Tango Cafe	252 249 175 197 071 057 005 075 205 053 166
0000262	Monty's Steakhouse	100 252 249 071 057 229 225 075 205 053 166
0000263	Plum Tree Inn	252 249 248 251 149 039 075 205 053 164
0000264	Angkor	249 136 197 032 076 205 052 163
0000265	Tommy Tang's	086 249 248 251 192 215 025 128 235 075 205 053 165
0000266	Abiento	249 192 155 248 251 242 114 001 140 078 208 056 170
0000267	Gourmet West	252 249 192 039 075 205 053 165
0000268	GRANITA	100 011 080 249 175 248 251 192 063 155 114 071 084 087 254 024 215 031 076 206 055 167
0000269	The Rose Cafe	249 248 251 181 063 155 084 087 254 156 042 061 045 075 204 052 164
0000270	RITZ-CARLTON - Marina del Rey	080 249 192 063 155 146 040 094 171 076 206 055 167
0000271	Lincoln Bay Cafe	252 249 197 031 068 140 075 205 052 165
0000272	La Bamba	086 249 248 251 102 242 114 215 034 038 218 078 208 056 170
0000273	Celestino	252 249 192 071 024 025 125 076 205 053 167
0000274	CAFE KATSU	252 099 249 248 251 114 025 094 171 076 205 052 166
0000275	Original Sonora Cafe	252 249 138 025 222 076 205 053 165
0000276	Marix Tex Mex Cafe	100 252 178 249 248 251 192 071 215 138 142 234 075 204 052 164
0000277	Bamboo	252 249 192 039 075 205 053 164
0000278	Marino	080 192 181 125 076 206 053 166
0000279	Delius	252 136 192 045 076 206 053 167
0000280	The Belvedere	136 248 251 200 196 192 189 063 040 071 024 045 171 076 206 054 167
0000281	Neptune's Net	252 249 248 251 155 156 031 212 075 203 051 163
0000282	Engine Co. No. 28	080 252 249 192 024 156 215 229 005 075 205 054 166
0000283	CA'BREA	252 249 175 192 189 102 114 024 125 076 205 053 166
0000284	L'Opera	011 252 099 249 175 192 125 076 206 054 166
0000285	CHAYA BRASSERIE	252 099 249 175 102 132 114 215 171 076 206 054 167
0000286	Nicola	242 156 005 078 208 056 170
0000287	The Bistro Garden at Coldwater	192 031 045 076 206 055 167
0000288	Lula	100 252 086 249 248 251 215 025 142 234 075 205 053 164
0000289	REX IL RISTORANTE	080 252 175 200 196 190 071 057 024 125 077 206 055 168
0000290	Knoll's Black Forest Inn	252 249 198 192 229 045 098 076 205 053 166
0000291	Tra Di Noi	252 249 155 125 076 205 053 166
0000292	Florian	175 200 102 242 114 215 125 078 208 056 170
0000293	Andreas	252 249 175 242 228 076 205 053 165
0000294	The Main Course	252 136 009 076 205 052 163
0000295	Julienne	252 248 251 149 196 181 063 197 156 092 019 076 205 053 164
0000296	D.J.'s Thai Restaurant	252 249 248 251 192 229 235 075 205 052 164
0000297	Geoffrey's	249 248 251 063 155 031 075 205 055 167
0000298	Roscoe's Chicken & Waffles	100 249 248 251 149 197 156 216 220 075 205 051 163
0000299	PATINA	080 252 099 249 175 200 192 189 181 102 114 084 087 254 031 094 077 207 054 168
0000300	Nizam Indian Cuisine	249 136 229 117 078 208 056 170
0000301	Cava	086 249 248 251 102 242 040 223 078 208 056 170
0000302	Authentic Cafe	252 086 249 149 197 114 156 025 005 068 171 222 076 205 053 164
0000303	Philippe The Original	252 249 248 251 197 010 156 229 009 029 075 204 052 162
0000304	Pine Avenue Fish House	100 080 252 249 248 251 155 024 156 212 075 205 053 165
0000305	Langer's	249 248 251 149 058 076 205 051 163
0000306	RITZ-CARLTON - Pasedena	076 206 055 167
0000307	The Players	252 249 248 251 084 087 254 025 031 116 075 205 053 166
0000308	El Pollo Inka	252 249 155 071 057 034 038 218 180 075 205 051 163
0000309	Cafe Misto	249 155 125 075 205 052 164
0000310	Flora Kitchen	252 249 248 251 181 197 009 068 075 204 052 163
0000311	Musso & Frank	252 248 251 189 102 114 010 156 009 045 075 205 053 165
0000312	Giorgio	252 249 125 076 205 053 167
0000313	Teru Sushi	252 249 192 215 128 076 205 053 166
0000314	La Bruschetta	125 076 206 053 166
0000315	Cardini	196 192 040 024 125 076 205 054 167
0000316	The Apple Pan	086 249 248 251 197 114 084 087 254 229 009 042 061 107 076 205 051 162
0000317	The Seashell	249 192 045 094 076 206 053 166
0000318	Matteo's	252 249 192 132 125 075 205 053 167
0000319	The Flame	179 075 205 052 164
0000320	The Smoke House	249 198 248 251 192 071 057 229 009 075 205 052 165
0000321	Empress Pavilion	249 248 251 192 024 156 039 060 076 205 053 164
0000322	Il Fornaio - LA	252 252 192 063 114 027 125 075 205 053 165
0000323	Angeli Mare	252 249 215 125 075 205 053 165
0000324	Chez Izumi	252 249 136 149 197 242 025 171 076 206 051 167
0000325	Chan Dara	086 249 132 235 075 205 053 164
0000326	THE IVY AT THE SHORE	252 249 175 248 251 063 114 084 087 254 156 215 005 076 205 054 167
0000327	Tra Fiori	080 136 248 251 196 071 215 125 078 208 056 170
0000328	PARKWAY GRILL	080 249 175 192 114 084 087 254 031 076 206 054 167
0000329	Clay Pit	249 248 251 117 076 206 053 164
0000330	Jacopo's	252 086 249 248 251 149 183 075 204 051 163
0000331	Morton's	252 099 189 102 114 009 076 205 054 168
0000332	Tommy's	252 249 248 251 156 107 075 204 051 162
0000333	Rosti	252 249 248 251 181 125 075 204 051 164
0000334	Johnnie's NY Pizza	086 249 248 251 155 242 183 075 204 051 163
0000335	Gaucho Grill	252 249 198 248 251 149 192 012 034 038 218 075 204 052 163
0000336	El Coyote	252 178 086 249 248 251 149 192 010 215 142 234 074 204 052 163
0000337	Babalu	086 249 248 251 149 197 084 087 254 156 025 025 068 075 205 053 164
0000338	Bombay Palace	001 117 075 205 053 165
0000339	Hampton's	252 086 249 248 251 149 192 156 215 107 075 204 052 163
0000340	Cutters	252 178 086 249 084 087 254 215 068 075 205 053 164
0000341	Marmalade	100 252 249 248 251 181 132 027 084 087 254 156 025 031 177 075 204 052 163
0000342	John O'Groats	100 252 249 248 251 149 156 009 042 061 076 205 052 163
0000343	Border Grill	100 252 249 248 251 102 197 155 114 215 138 025 142 234 075 205 053 165
0000344	Shahrezad	252 249 179 075 205 052 164
0000345	Madeo	252 249 192 071 001 125 076 205 053 167
0000346	Prado	252 249 034 038 218 076 205 053 166
0000347	La Rive Gauche	080 249 248 251 196 192 146 071 093 075 205 053 166
0000348	THE BISTRO GARDEN	252 248 251 102 063 132 071 024 215 031 045 076 206 054 167
0000349	Barrio Fiesta	252 249 136 149 001 082 075 205 053 163
0000350	The Source	249 248 251 149 156 031 243 112 074 204 051 163
0000351	La Pergola	249 136 198 125 078 208 056 170
0000352	Camelions	252 249 248 251 200 196 192 063 031 094 076 206 054 167
0000353	Johnny's Pastrami	249 248 251 004 229 042 061 081 107 075 205 051 162
0000354	Old Town Bakery & Deli	100 252 249 248 251 149 181 084 087 254 156 177 075 204 052 163
0000355	Bistro 45	080 252 249 196 192 181 063 024 031 092 019 094 076 206 054 167
0000356	Moun of Tunis	252 249 192 197 001 238 075 205 053 165
0000357	Marix Tex Mex Playa	100 252 178 249 248 251 192 071 215 138 142 234 075 204 052 164
0000358	Junior's	100 252 178 249 248 251 192 058 074 204 052 163
0000359	The Original Pantry Cafe	100 252 249 149 197 004 010 156 229 009 075 205 051 163
0000360	Ocean Park Cafe	252 249 248 251 149 156 229 009 042 061 075 205 051 163
0000361	Jackson's	200 102 242 114 031 078 208 056 170
0000362	RCKENWAGNER	252 249 175 248 251 181 063 114 156 025 094 076 206 054 167
0000363	Lake Spring Restaurant	011 252 249 136 248 251 039 076 205 053 164
0000364	Koo Koo Roo	252 249 248 251 081 243 112 075 204 051 162
0000365	Trattoria Farfalla	252 086 249 149 114 125 076 205 053 165
0000366	Barefoot Bar & Grill	252 249 248 251 192 063 242 156 031 075 205 054 165
0000367	Stanley's	252 086 249 248 251 192 215 005 075 205 052 164
0000368	San Remo	100 252 249 198 197 125 075 205 052 164
0000369	La Chaumiere	080 198 200 196 192 146 040 071 094 076 206 055 168
0000370	Grill Lyon	197 025 171 076 206 052 165
0000371	Duke's	252 086 249 248 251 149 102 197 156 215 009 042 061 075 204 051 163
0000372	Harbor Village	011 252 249 248 251 192 039 060 076 205 052 165
0000373	Off Vine	249 200 192 190 063 197 132 031 075 206 053 166
0000374	Hugo's	252 086 249 248 251 102 156 031 125 075 205 052 164
0000375	Sofi Estiatorion	249 248 251 200 063 103 075 205 053 166
0000376	Trader Vic's	026 198 200 192 040 071 215 045 187 075 205 054 167
0000377	Carnegie Deli	252 178 249 248 251 149 058 074 204 052 163
0000378	Far Niente	249 196 125 078 208 056 170
0000379	Chaya Venice	080 099 249 248 251 155 132 215 025 171 076 205 054 167
0000380	LE CHARDONNAY	252 175 200 192 114 092 019 077 206 055 167
0000381	Joss	252 249 039 060 076 205 054 167
0000382	Brent's Deli	249 198 149 058 076 205 052 163
0000383	Sabor	025 030 047 034 038 218 076 206 053 165
0000384	The Great Greek	252 249 248 251 192 071 057 103 075 205 053 165
0000385	Chianti	080 252 249 192 010 125 076 206 054 167
0000386	Cafe Athens	252 249 197 071 057 001 103 075 205 053 165
0000387	Cinnabar	252 242 171 076 205 053 166
0000388	Martha's 22nd Street Grill	249 215 042 061 078 208 056 170
0000389	THE GRILL	252 099 175 248 251 189 181 132 114 024 009 225 076 206 054 167
0000390	BERNARD'S	080 200 196 181 040 071 024 045 076 206 055 168
0000391	Souplantation	100 252 178 249 198 248 251 029 074 204 052 163
0000392	Pat's	252 249 125 131 075 205 053 165
0000393	Le Chene	252 249 136 192 063 092 019 076 206 053 166
0000394	David Slay's La Veranda	252 099 249 200 189 024 031 076 206 053 167
